model,regime,feature,importance
linear_regression,post_mortem,sum_shared_read_blocks,0.20091185412498958
linear_regression,post_mortem,bitmap_heap_scan_count,0.17474404161731139
linear_regression,post_mortem,bitmap_index_scan_count,0.17474404161649265
linear_regression,post_mortem,sum_shared_hit_blocks,0.16950449553443347
linear_regression,post_mortem,max_actual_loops,0.16920935466529027
linear_regression,post_mortem,merge_join_count,0.16684819409793417
linear_regression,post_mortem,sort_count,0.16116142675470077
linear_regression,post_mortem,root_node_type__Aggregate,0.13932804906676372
linear_regression,post_mortem,root_node_type__Nested Loop,0.13181451888481385
linear_regression,post_mortem,num_sorts,0.1241060952817645
linear_regression,post_mortem,incremental_sort_count,0.12286320481927981
linear_regression,post_mortem,root_node_type__Limit,0.11439576081111008
linear_regression,post_mortem,limit_count,0.1143957608025736
linear_regression,post_mortem,materialize_count,0.07782018687564336
linear_regression,post_mortem,parallel_worker_count,0.05797518002935573
linear_regression,post_mortem,total_rows_removed_by_filter,0.05664625475714761
linear_regression,post_mortem,gather_count,0.05168145763975372
linear_regression,post_mortem,index_scan_count,0.029798315681236906
linear_regression,post_mortem,nested_loop_count,0.01694629379164715
linear_regression,post_mortem,gather_merge_count,0.002255489051375914
random_forest,post_mortem,actual_total_time_ms,0.49005102218416696
random_forest,post_mortem,wall_time_ms,0.488247464564336
random_forest,post_mortem,sum_shared_read_blocks,0.00469567186238339
random_forest,post_mortem,estimated_startup_cost,0.0035035964803161465
random_forest,post_mortem,estimated_total_cost,0.0029071649964608295
random_forest,post_mortem,max_subtree_cost,0.002845851732852324
random_forest,post_mortem,planning_time_ms,0.0010393339522625684
random_forest,post_mortem,estimated_rows,0.0010034767564919304
random_forest,post_mortem,sum_shared_hit_blocks,0.0006660664837287573
random_forest,post_mortem,total_rows_removed_by_filter,0.0004302100548493041
random_forest,post_mortem,total_nodes,0.00037512649003207746
random_forest,post_mortem,actual_rows,0.00035002140478499583
random_forest,post_mortem,index_scan_count,0.00034316089426785195
random_forest,post_mortem,seq_scan_count,0.0003246650233319335
random_forest,post_mortem,max_actual_loops,0.0003153848351087938
random_forest,post_mortem,nested_loop_count,0.0002811288848607504
random_forest,post_mortem,aggregate_count,0.00022308377735963438
random_forest,post_mortem,hash_join_count,0.0002229539932565452
random_forest,post_mortem,sort_count,0.00022168330802100966
random_forest,post_mortem,num_scans,0.00021747866519308937
random_forest,post_mortem,num_sorts,0.00019212047969779144
random_forest,post_mortem,hash_count,0.00017349003083328712
random_forest,post_mortem,tree_depth,0.00015247997383318807
random_forest,post_mortem,limit_count,0.00013834323758527976
random_forest,post_mortem,sum_temp_written_blocks,0.00013681080090507773
random_forest,post_mortem,bitmap_heap_scan_count,0.00011001451602651722
random_forest,post_mortem,num_aggregates,0.00010277520442481015
random_forest,post_mortem,root_node_type__Aggregate,0.00010073737730845386
random_forest,post_mortem,num_joins,9.545923369307269e-05
random_forest,post_mortem,gather_count,9.23201574962742e-05
random_forest,post_mortem,sum_temp_read_blocks,9.196274070549729e-05
random_forest,post_mortem,gather_merge_count,8.532920388797674e-05
random_forest,post_mortem,root_node_type__Limit,7.798166886177166e-05
random_forest,post_mortem,parallel_worker_count,6.5476032846417e-05
random_forest,post_mortem,bitmap_index_scan_count,4.868697908000755e-05
random_forest,post_mortem,root_node_type__Sort,3.498341962977489e-05
random_forest,post_mortem,index_only_scan_count,2.312074180682859e-05
random_forest,post_mortem,merge_join_count,6.206938525074143e-06
random_forest,post_mortem,incremental_sort_count,5.4780805043925935e-06
random_forest,post_mortem,materialize_count,1.3799703437483164e-06
random_forest,post_mortem,root_node_type__Nested Loop,2.968679397434356e-07
ridge,post_mortem,wall_time_ms,0.5198602593494969
ridge,post_mortem,actual_total_time_ms,0.5183980498559723
ridge,post_mortem,sum_temp_read_blocks,0.28645587752891033
ridge,post_mortem,estimated_rows,0.23752497617346915
ridge,post_mortem,total_nodes,0.20351658178991738
ridge,post_mortem,nested_loop_count,0.15895565699886163
ridge,post_mortem,materialize_count,0.14202060895962257
ridge,post_mortem,num_scans,0.14048179354787968
ridge,post_mortem,tree_depth,0.13973897395305826
ridge,post_mortem,sum_temp_written_blocks,0.13872486830579903
ridge,post_mortem,seq_scan_count,0.129006848771588
ridge,post_mortem,sum_shared_hit_blocks,0.12565994124049784
ridge,post_mortem,num_joins,0.12114106559152955
ridge,post_mortem,index_only_scan_count,0.11776308923712281
ridge,post_mortem,root_node_type__Nested Loop,0.08641006530636297
ridge,post_mortem,planning_time_ms,0.08170393194493002
ridge,post_mortem,parallel_worker_count,0.0801812467411406
ridge,post_mortem,root_node_type__Sort,0.07826784017743614
ridge,post_mortem,root_node_type__Aggregate,0.07263863914749737
ridge,post_mortem,aggregate_count,0.0698629070929759
ridge,post_mortem,num_aggregates,0.06986290709297549
ridge,post_mortem,max_actual_loops,0.06873493391123962
ridge,post_mortem,actual_rows,0.0685939394669943
ridge,post_mortem,gather_count,0.06174768133490524
ridge,post_mortem,incremental_sort_count,0.046798274952749595
ridge,post_mortem,bitmap_heap_scan_count,0.046702565270022006
ridge,post_mortem,bitmap_index_scan_count,0.04670256527002008
ridge,post_mortem,index_scan_count,0.038689024081980786
ridge,post_mortem,estimated_total_cost,0.03475002890938735
ridge,post_mortem,sum_shared_read_blocks,0.032087830549225226
ridge,post_mortem,limit_count,0.02942736885615752
ridge,post_mortem,root_node_type__Limit,0.02942736885615481
ridge,post_mortem,merge_join_count,0.023914799424286082
ridge,post_mortem,max_subtree_cost,0.02366895685744327
ridge,post_mortem,estimated_startup_cost,0.020098360696716288
ridge,post_mortem,num_sorts,0.01353823044085627
ridge,post_mortem,total_rows_removed_by_filter,0.011831224451784746
ridge,post_mortem,gather_merge_count,0.006676795506165016
ridge,post_mortem,sort_count,0.004663762443271541
ridge,post_mortem,hash_join_count,0.0006689481597146211
ridge,post_mortem,hash_count,0.0006689481597131845
xgboost,post_mortem,actual_total_time_ms,0.28318333625793457
xgboost,post_mortem,estimated_total_cost,0.19719845056533813
xgboost,post_mortem,sum_shared_read_blocks,0.19481544196605682
xgboost,post_mortem,num_aggregates,0.1128026470541954
xgboost,post_mortem,actual_rows,0.08749105036258698
xgboost,post_mortem,num_scans,0.03442828357219696
xgboost,post_mortem,estimated_rows,0.024975642561912537
xgboost,post_mortem,sum_temp_read_blocks,0.011282949708402157
xgboost,post_mortem,wall_time_ms,0.008540131151676178
xgboost,post_mortem,num_sorts,0.008306773379445076
xgboost,post_mortem,materialize_count,0.00807588268071413
xgboost,post_mortem,total_rows_removed_by_filter,0.006768637336790562
xgboost,post_mortem,sum_shared_hit_blocks,0.006514155305922031
xgboost,post_mortem,tree_depth,0.006482030730694532
xgboost,post_mortem,seq_scan_count,0.0049557676538825035
xgboost,post_mortem,estimated_startup_cost,0.001234696595929563
xgboost,post_mortem,total_nodes,0.0011174156097695231
xgboost,post_mortem,index_scan_count,0.0004200570401735604
xgboost,post_mortem,hash_join_count,0.00025703536812216043
xgboost,post_mortem,planning_time_ms,0.00025625404668971896
xgboost,post_mortem,root_node_type__Aggregate,0.00018094325787387788
xgboost,post_mortem,index_only_scan_count,0.0001387333613820374
xgboost,post_mortem,limit_count,0.00013776920968666673
xgboost,post_mortem,bitmap_heap_scan_count,0.00010225128062302247
xgboost,post_mortem,bitmap_index_scan_count,8.415960473939776e-05
xgboost,post_mortem,root_node_type__Sort,8.075101504800841e-05
xgboost,post_mortem,hash_count,3.95357892557513e-05
xgboost,post_mortem,gather_count,3.0297898774733767e-05
xgboost,post_mortem,merge_join_count,2.646255961735733e-05
xgboost,post_mortem,incremental_sort_count,1.5896428521955386e-05
xgboost,post_mortem,max_actual_loops,1.4570357961929403e-05
xgboost,post_mortem,gather_merge_count,1.3638819837069605e-05
xgboost,post_mortem,sum_temp_written_blocks,8.641314707347192e-06
xgboost,post_mortem,nested_loop_count,8.017588697839528e-06
xgboost,post_mortem,sort_count,3.317054279250442e-06
xgboost,post_mortem,num_joins,3.1232677883963333e-06
xgboost,post_mortem,aggregate_count,2.3084962776920293e-06
xgboost,post_mortem,parallel_worker_count,2.1552000362135004e-06
xgboost,post_mortem,max_subtree_cost,7.589088113491016e-07
xgboost,post_mortem,root_node_type__Limit,0.0
xgboost,post_mortem,root_node_type__Nested Loop,0.0
